objid,RA,DEC,z,mk,mw4
1.237654879114756e+18,188.176777477512,3.98619003822655,0.08428096,13.241,8.677
1.2376548791146908e+18,188.15665522413,3.9896119044699,0.08441506,13.085,9.014
1.2376622369334886e+18,194.09445861206,9.31043198461575,0.05361719,12.809,9.056
1.2376526307151708e+18,13.8708213826327,-9.29280480921678,0.05509407,12.459,9.106
1.2376675498050191e+18,157.030126234623,21.8326270465702,0.04160313,12.626,8.916
1.2376675498049536e+18,156.957263182183,21.8021547853085,0.04177711,11.503,7.411
1.237651735221961e+18,184.308582689212,1.5888234668276,0.0747101,13.336,8.758
1.237651735221961e+18,184.341414443963,1.57772169040813,0.07494491,13.057,8.784
1.2376517550857912e+18,183.920684736682,3.4026801859478,0.07686993,13.419,9.084
1.2376517550859226e+18,184.304805123697,3.40061378621474,0.07624723,13.221,8.845
1.2376650243680504e+18,184.630444069329,34.48671773854,0.06050632,13.023,7.337
1.2376650243680504e+18,184.62501524825,34.5157469672461,0.0609257,12.979,8.491
1.237667322186957e+18,194.3800244806,26.5121535897789,0.02413017,11.647,5.677
1.2376673221868913e+18,194.217838757664,26.4877154530283,0.02536418,11.567,6.775
1.2376554949064788e+18,205.001704084028,-2.30964468981585,0.09097653,13.203,8.989
1.2376554949064788e+18,204.948423508093,-2.30119150322444,0.09044197,12.964,8.663
1.237668348674048e+18,217.63563373524,14.0243932923064,0.01715828,11.852,6.235
1.2376683309531791e+18,217.71224681127,13.9686198832555,0.0174092,11.272,5.276
1.2376556919426255e+18,227.592262127029,-2.24770718464627,0.03691157,12.783,8.806
1.23765569194256e+18,227.549740392062,-2.24848973520994,0.03792247,11.606,7.865
1.237648721749148e+18,137.786982755727,0.311405297412564,0.07020147,12.805,7.823
1.2376487217496067e+18,138.89055923544,0.317305740097505,0.06932098,12.577,9.117
1.237658493342581e+18,155.671772503743,9.20840451752907,0.09016725,13.176,8.758
1.237658493342581e+18,155.610361909559,9.19442367608984,0.09130002,12.238,7.075
1.2376679164906045e+18,176.453482306248,20.6286147232512,0.02341677,11.886,4.95
1.2376682949867602e+18,176.696557361169,20.6754126137542,0.02337507,10.415,8.806
1.2376575919314698e+18,174.812611992407,55.6789172616402,0.06087401,13.185,8.624
1.2376575919314698e+18,174.785726444439,55.6644944745854,0.06123836,11.316,8.895
1.2376711296672074e+18,180.631821464215,9.70605200273921,0.06259051,13.41,8.658
1.2376584922795215e+18,180.475407736667,9.71864278404603,0.06205253,12.806,8.089
1.2376584928236012e+18,197.087637224671,9.92029259103847,0.05330056,12.847,9.175
1.2376584928236014e+18,197.196076054583,9.91786310361319,0.05417934,12.549,7.267
1.2376584928232082e+18,196.200967102437,9.8643126039884,0.08520483,13.314,8.844
1.2376584928232082e+18,196.181944164517,9.871073635853,0.08628398,13.075,9.122
1.2376655671530624e+18,236.129317392178,16.9951527798266,0.04896052,13.426,7.912
1.2376655671530624e+18,236.093503001917,17.0341944168225,0.04846774,13.299,7.066
1.2376610687008115e+18,126.013560067238,7.07237063459453,0.0643748,13.362,6.018
1.237661068700812e+18,126.024312834731,7.06711270317241,0.06391467,13.014,7.04
1.2376794377400484e+18,33.3492457395296,-7.73209108929194,0.01608731,11.378,6.895
1.2376794377400484e+18,33.3658026644304,-7.69722804618225,0.01670082,10.564,8.73
1.2376711232267223e+18,141.89393708028,12.2693089673222,0.02885905,11.549,5.839
1.2376711232267223e+18,141.931336541631,12.2875431100514,0.0288022,10.969,5.169
1.237668271358542e+18,195.110529276654,19.0973397728362,0.062662,12.939,8.433
1.237668271358542e+18,195.095170537492,19.1313728083536,0.06284305,12.477,8.819
1.2376682718957407e+18,195.906320990093,19.4787505948713,0.07949761,13.471,9.056
1.2376682718957407e+18,195.920470204133,19.4683912570887,0.07920173,13.024,8.737
1.237655743483216e+18,227.822323311263,5.22213691214627,0.07914456,12.933,9.097
1.237655743483216e+18,227.829186639996,5.23831444078225,0.07968497,11.533,8.83
1.2376632757815217e+18,2.8301940915652,-1.21624472743516,0.06972596,13.014,7.523
1.2376632757815217e+18,2.88060407116936,-1.23994212934918,0.06983156,12.612,8.395
1.237661972255736e+18,176.817894191114,7.93417881143346,0.08255635,12.652,9.094
1.237661972255736e+18,176.824332547991,7.94386616884571,0.08238547,12.5,8.583
1.2376546686650286e+18,157.192408644474,-1.13372539283709,0.05159883,13.194,9.189
1.2376546686649633e+18,157.166022515896,-1.14613947973916,0.05140048,12.248,8.87
1.237654605863453e+18,162.061119618933,4.95698895326966,0.02560085,13.36,8.635
1.2376546058634527e+18,162.048447229411,4.92774286465481,0.02588326,10.023,8.279
1.2376514952250657e+18,129.201815360383,52.7154892536225,0.04200241,12.329,6.534
1.237651495225131e+18,129.230982712565,52.7438113698027,0.04195119,12.135,8.96
1.2376671428655186e+18,136.306537472979,23.1869029361788,0.07762673,12.812,8.95
1.2376671428655188e+18,136.355823585578,23.1823307280237,0.07738243,12.722,8.653
1.2376582039620157e+18,144.705409379078,41.6890548224344,0.04204012,13.043,7.558
1.2376582039620157e+18,144.680422295842,41.6712108184468,0.04131515,12.241,8.698
1.2376487201465306e+18,156.180022943827,-0.880312210163239,0.03607096,12.382,6.829
1.2376487201465958e+18,156.209710701281,-0.895272251043885,0.03448598,12.277,6.449
1.237651735748084e+18,159.689295549265,1.77883066393629,0.05619757,12.807,7.318
1.237651735748084e+18,159.707848378157,1.8057812187837,0.05593523,12.492,8.903
1.2376650259838405e+18,199.11422714315,34.9935636351448,0.06654276,13.45,8.017
1.2376650259838405e+18,199.09768596855,34.9764986192864,0.06592473,12.913,8.624
1.2376719913391882e+18,203.053061750105,6.14627973869705,0.02325424,12.547,7.517
1.2376719580537815e+18,203.908448670068,6.19344929531337,0.02302933,12.048,7.845
1.237662198820307e+18,227.326884998931,9.0467646720576,0.04409111,12.761,6.896
1.237662198820307e+18,227.286496559074,9.03914388314246,0.0442811,11.856,3.696
1.237648720176284e+18,224.126474630175,-0.852472485506834,0.0668841,13.233,6.192
1.2376786174370778e+18,43.9735791784137,0.860441309641632,0.06680946,12.359,8.601
1.237668292832854e+18,161.390300277933,17.6678219250561,0.0414261,12.608,7.463
1.237668292832854e+18,161.376791100593,17.6196435610967,0.04203216,12.246,6.83
1.2376551255391603e+18,168.471820990433,4.80173367114242,0.02062116,13.144,7.358
1.237654601571107e+18,167.686887427944,4.84645551322236,0.01934814,10.746,6.765
1.2376619770840353e+18,185.005510037369,8.60778441866803,0.02458322,12.084,6.467
1.2376619770841006e+18,185.041470340489,8.64463060720772,0.02454924,11.367,5.447
1.2376517373744906e+18,195.744605931904,3.10115125642168,0.06903915,13.467,9.109
1.2376517373744906e+18,195.75643287303,3.09819933863213,0.06918047,13.25,8.996
1.2376622675371625e+18,227.782311639402,5.32712500619782,0.08063173,13.352,8.967
1.2376622675371622e+18,227.744192943348,5.31807820475305,0.08068169,12.826,7.442
1.2376625300711672e+18,225.821204250577,11.5108861879167,0.07394646,13.498,8.638
1.2376625300712328e+18,225.875388335639,11.5309243540734,0.07321808,13.375,6.856
1.237667781205361e+18,140.199232188611,15.1179282764451,0.02799694,11.655,8.76
1.2376677812053606e+18,140.169439240536,15.1009755521848,0.02880864,11.649,8.47
1.2376712601299848e+18,145.073917963808,12.5498675679968,0.02849671,13.12,8.293
1.2376712601299848e+18,145.089303323138,12.5733969124895,0.02868059,11.864,7.132
1.2376546015676992e+18,159.796184028681,4.64143993938764,0.07016893,13.457,9.081
1.2376546015676337e+18,159.769537209222,4.64748162071488,0.06870674,11.503,8.638
1.2376546015676337e+18,159.771513080916,4.73476548758538,0.06690664,13.33,8.296
1.237654605862601e+18,160.082678629993,4.75768263173896,0.06805861,12.933,8.786
1.237658423540712e+18,130.042696642236,4.28198850881668,0.05032015,12.839,8.562
1.2376584235407772e+18,130.07572194062,4.27078505020735,0.05039631,12.6,7.24
1.2376671068913667e+18,130.252181939247,18.9806967580645,0.01524661,13.326,8.306
1.2376672545306053e+18,130.421890046194,18.8599230738386,0.01545571,13.074,8.315
1.2376672115912868e+18,154.269742378277,26.5725296227603,0.08108004,13.454,8.956
1.2376672115912868e+18,154.281543422034,26.5837269177748,0.08026697,13.061,9.167
1.2376674440443986e+18,183.9055021153,28.1696278541177,0.02228507,12.015,4.811
1.2376674440443986e+18,183.899367145978,28.1776352057653,0.02189076,10.6,7.601
1.237668298211066e+18,201.884432094624,19.3345566714647,0.04338191,13.168,6.497
1.237668298211066e+18,201.878556723821,19.3405878385201,0.04244564,12.785,6.873
1.2376673227267113e+18,201.761119767663,26.2802703395245,0.03738391,12.475,8.542
1.2376673227267113e+18,201.738906034533,26.2428889610295,0.0374241,12.308,6.769
1.2376551078450301e+18,202.483022503436,58.5049991586527,0.06327759,13.32,9.23
1.2376551078450301e+18,202.512206251017,58.4903791974321,0.06343671,13.162,6.4
1.2376682719041293e+18,215.972749957593,17.2518312403366,0.05414023,13.499,9.239
1.2376682719041293e+18,215.936813011114,17.2515718959701,0.05407274,12.774,8.656
1.2376622664644037e+18,229.905531235656,4.44877885684474,0.04826665,13.062,9.383
1.237662266464273e+18,229.670564531957,4.41816957841415,0.04713256,12.91,9.51
1.2376557440204805e+18,228.776870824033,5.54919406979343,0.08081941,13.037,8.726
1.23765574402048e+18,228.730903680701,5.54622255286384,0.08043224,13.002,9.371
1.2376622686114286e+18,229.117857786444,6.11489721984663,0.0348844,12.87,9.171
1.2376622686112323e+18,228.685702651048,6.10977424583337,0.0359328,12.682,8.952
1.237661066016588e+18,125.916550154489,7.15214502490764,0.08206508,13.44,8.665
1.2376610687008115e+18,125.921229632248,7.12775725057022,0.08294953,13.034,8.981
1.2376711232269192e+18,142.412012814654,12.2208091228813,0.08918761,13.379,8.987
1.237671260128805e+18,142.424956847395,12.2115452908883,0.08807144,13.347,8.312
1.2376551250094984e+18,185.096188063648,4.77805346677245,0.08029048,13.342,8.035
1.2376551250094984e+18,185.10872533361,4.77553765880921,0.08115273,13.187,4.995
1.2376650254491978e+18,204.947340321912,33.669966762137,0.04215863,12.796,7.617
1.2376650254491976e+18,204.951673609183,33.6881558439103,0.04088134,11.374,9.331
1.2376554986734223e+18,224.138127034598,-2.10641317388942,0.0231241,11.68,4.905
1.2376554986734226e+18,224.245680200269,-2.11446309758259,0.02310612,11.299,8.252
1.2376626363716078e+18,231.169844126721,9.96932716787717,0.07833246,12.932,7.183
1.2376626363716078e+18,231.167038056313,9.94522803046105,0.07841841,12.924,9.302
1.2376546530981972e+18,120.547285235385,37.1540752773234,0.08328385,13.478,6.015
1.2376546530981975e+18,120.557851623471,37.15005385686,0.08382566,12.594,7.105
1.2376705954793393e+18,135.300883495808,13.0445199259083,0.02976098,12.939,8.496
1.2376709648465923e+18,135.439430194823,12.9914274497299,0.02920841,12.674,7.823
1.2376578555365297e+18,181.498468062763,51.4705296817924,0.08471949,13.15,6.189
1.2376578555365297e+18,181.464074276492,51.4667227099236,0.0853399,13.089,8.959
1.2376487228426158e+18,182.838973194851,1.06359447853709,0.04697145,13.221,6.766
1.237648705651016e+18,183.866844360194,1.01724891679219,0.04795333,12.113,7.471
1.237665128012317e+18,199.39603901868,33.8312771179435,0.03770269,12.419,9.129
1.2376651280123167e+18,199.442437601807,33.8375615058707,0.03723408,12.231,8.984
1.2376684957733358e+18,155.66830365081,15.4839759112975,0.08064725,13.2,8.316
1.2376684957733356e+18,155.662243326107,15.4644197422248,0.08101187,12.388,8.728
1.2376648176714383e+18,167.771925456423,35.243592338722,0.05890449,12.983,9.099
1.2376648176714383e+18,167.770050663765,35.2308011506242,0.06065429,12.381,5.601
1.2376672126772186e+18,185.868480218578,30.9844660049516,0.02846059,12.758,7.925
1.2376672556266947e+18,185.782922744713,31.0512098135978,0.02824567,11.77,8.814
1.2376588004327427e+18,205.291591975379,52.1024441861999,0.0596676,12.421,9.237
1.2376588004327427e+18,205.326024927676,52.1026974297675,0.06042349,12.302,8.876
1.2376650265109463e+18,171.672185516626,35.3430604513259,0.02608913,12.234,8.779
1.2376650265109463e+18,171.611131059626,35.3328673559013,0.02551043,12.018,6.935
1.2376673243293944e+18,181.500475169459,28.3270241478019,0.02999971,13.203,8.355
1.237667444043481e+18,181.527639502076,28.2563423528867,0.02949809,11.236,8.586
1.2376576085734195e+18,127.19485091853,40.6658834531291,0.02446344,11.939,7.901
1.2376576085733542e+18,127.106396582204,40.6305625255786,0.02456728,10.991,8.629
1.2376603439350418e+18,141.256222345141,38.3440229783541,0.02704938,11.997,8.871
1.2376603439350415e+18,141.219650699246,38.3517763533964,0.02774469,10.568,8.876
1.2376618111978048e+18,177.252446362157,11.2337254062574,0.08378088,12.551,8.681
1.2376618111978045e+18,177.22444005873,11.2439386021583,0.08383282,12.165,8.964
1.237664819291554e+18,194.722960213501,37.4109869871017,0.03378982,12.73,8.841
1.237664819291554e+18,194.734928245504,37.3981700136438,0.03470336,12.014,8.957
1.237667781199004e+18,125.952324940867,10.9109962903425,0.09327634,13.372,8.832
1.237667781199004e+18,125.945364064678,10.8895752121271,0.09346262,12.496,8.767
1.2376653309265183e+18,186.103582874423,33.0195830149378,0.06966546,13.052,8.774
1.2376653309265183e+18,186.084964709605,32.9849894972745,0.06943896,12.815,8.529
1.237668623018754e+18,200.028904267423,15.8981240805874,0.02301843,10.896,9.115
1.2376685886556078e+18,199.984779468203,15.8505301745742,0.02323581,10.397,8.802
1.23766226807423e+18,228.322979935584,5.75420627147139,0.04247983,13.21,8.872
1.23766226807423e+18,228.285665275099,5.75950189297041,0.04220267,12.717,7.234
1.2376794602913137e+18,25.3372523688566,18.6524116959368,0.06635833,13.383,9.373
1.2376794602912484e+18,25.3147319433543,18.6520998744132,0.06543539,13.344,9.449
1.237654653636051e+18,121.853502525535,39.194461873626,0.01305732,10.723,4.905
1.2376535863339254e+18,122.039948250453,39.1574259499403,0.0130668,9.776,8.693
1.2376618713207933e+18,157.518021457674,40.2611730946639,0.06639636,13.278,9.168
1.2376611395721628e+18,157.557107694389,40.2555917575035,0.06686286,13.079,9.158
1.2376487201510523e+18,166.449834887098,-0.886045649278565,0.04576474,12.727,9.019
1.2376487201514458e+18,167.333886652333,-0.853616857331704,0.04655705,12.168,8.473
1.237651274047816e+18,183.629671991386,68.3601706821452,0.06088315,12.758,5.74
1.237651274047816e+18,183.611728653404,68.3566642215086,0.06037728,11.972,4.666
1.2376582034205573e+18,133.710316431778,35.5714914583021,0.08702957,13.497,9.21
1.237658203420492e+18,133.684227617305,35.5656529997183,0.08824589,12.917,8.76
1.2376546520330404e+18,140.637843412269,50.435322635948,0.02729996,12.331,6.179
1.2376546520330404e+18,140.622634473781,50.4301363314418,0.02660123,11.131,8.742
1.2376650249033485e+18,180.156962690835,34.727743902915,0.06164227,12.685,8.9
1.2376650249033482e+18,180.105328526755,34.7449243844412,0.06195667,12.316,9.155
1.2376648187541586e+18,193.118733200282,37.1615603108592,0.0852029,13.445,9.311
1.2376648187540933e+18,193.073298421724,37.1642836942023,0.08427481,12.893,8.976
1.237656496727327e+18,7.20615199557096,15.8277728321533,0.0808958,13.261,8.494
1.237656496727327e+18,7.2567033778322,15.8464381008468,0.08002605,12.197,8.561
1.2376546525572634e+18,114.309520235174,29.4428259201711,0.07964247,13.238,6.909
1.2376546525572634e+18,114.288138060338,29.4346171117818,0.0797253,12.663,8.814
1.2376671138708196e+18,142.803401836713,26.2427465071981,0.05878757,13.46,8.959
1.2376671138708196e+18,142.845958587524,26.2145223257582,0.05809518,12.816,8.564
1.2376719902698376e+18,206.555084463219,-3.38484909582216,0.02271251,12.984,8.371
1.2376719564474286e+18,206.592357646194,-3.41827794657164,0.02389531,11.662,7.881
1.237665429172257e+18,217.313572057894,26.278067988401,0.0759162,13.46,9.329
1.237665429172257e+18,217.304753376025,26.2831150652035,0.07604217,12.883,8.995
1.237649918969381e+18,23.5401715839547,13.4822381310219,0.06114325,13.157,7.447
1.237649918969381e+18,23.5314768726854,13.4918382891858,0.06150585,12.047,8.355
1.237667142858113e+18,120.248494901735,15.624753515985,0.01502423,13.103,7.677
1.2376671090344594e+18,120.152965056803,15.6841908843484,0.01568153,10.955,8.967
1.237665015240196e+18,169.215792456117,33.0119191710718,0.03287285,13.265,7.86
1.237665015240196e+18,169.267796802659,32.9533577603274,0.03394875,12.09,8.498
1.2376584928163267e+18,180.20722664187,10.0252439767548,0.05792852,13.483,8.772
1.2376584928162614e+18,180.127287193624,10.0043053863786,0.05774853,13.179,5.177
1.2376651011422948e+18,226.36330997039,26.6454048312495,0.07802626,12.763,9.057
1.2376651011422948e+18,226.335029634699,26.6388131736704,0.07820816,12.454,9.2
1.2376613607705807e+18,228.788109149763,37.2947538165466,0.03005579,13.377,9.43
1.2376614632993587e+18,228.711141133626,37.2525786767316,0.02966765,12.102,9.912
1.2376499629939756e+18,54.4718242668254,-6.15095314970036,0.03388923,12.003,8.946
1.2376499629940408e+18,54.5338613828755,-6.14144409111822,0.0346836,10.6,8.571
1.2376672110399324e+18,121.470921745868,14.0017674696369,0.0375982,13.281,6.358
1.2376672110398019e+18,121.280164664832,13.9774321446313,0.03832211,12.875,8.969
1.237651189747286e+18,132.319354764956,50.912548730454,0.02813875,13.28,6.851
1.2376535890242437e+18,132.384350874824,50.8741340535608,0.02728892,11.249,9.038
1.237667733958099e+18,151.444849666449,18.1266315871711,0.07986194,12.963,8.229
1.237667733958099e+18,151.441534763922,18.1238595326874,0.07822514,12.821,9.03
1.2376679116760026e+18,207.494998555936,23.4492387881807,0.05644662,13.444,8.517
1.2376679116760026e+18,207.608219528132,23.456923756989,0.05573814,12.997,7.777
1.2376623061880013e+18,210.689910156675,39.1355245668443,0.01951963,12.231,9.032
1.2376623061880013e+18,210.679714374775,39.168417078269,0.01921518,10.328,6.156
1.2376613876084247e+18,225.430628326852,50.3635442863897,0.02566984,13.481,7.039
1.2376613876084247e+18,225.512409485537,50.429169126064,0.02613056,11.875,6.364
1.2376622675394563e+18,233.012242086368,4.93407907780988,0.0502247,13.354,7.291
1.2376622675395218e+18,233.232258447965,4.97191701204655,0.04988638,12.993,7.502
1.2376611368813857e+18,141.661782418879,32.6607607093,0.0516918,13.062,8.119
1.2376611368813855e+18,141.656826107724,32.6490416514233,0.05175633,12.928,9.032
1.23766501684668e+18,157.869096642447,32.3034340902098,0.03690182,12.429,8.883
1.23766501684668e+18,157.883416426551,32.3558955626134,0.03619487,11.866,7.696
1.2376551094476475e+18,166.268396773224,59.6659185115385,0.03323677,13.003,5.917
1.2376551094476472e+18,166.258273182781,59.6843280552484,0.0336921,11.941,5.631
1.2376697676234097e+18,14.4354606486131,7.96562551731305,0.03972571,13.013,8.781
1.2376697676234752e+18,14.513179966132,7.92920087927039,0.03981039,12.428,8.794
1.2376685854293363e+18,160.606329511159,15.8123141850851,0.08440287,13.259,8.851
1.237668495238562e+18,160.670093630931,15.7999173487991,0.08412266,13.078,8.68
1.2376517373693135e+18,183.93833337561,3.24918949632666,0.07766677,13.408,8.572
1.2376517373694444e+18,184.265205804438,3.26704070280801,0.07626269,12.336,8.65
1.2376618718713613e+18,199.69069912079,43.235361073528,0.05231711,12.105,9.059
1.237661871871361e+18,199.754691306292,43.2439834055694,0.05162516,11.578,6.902
1.2376618514737398e+18,198.807794005915,44.4073601957112,0.03544832,12.005,6.219
1.2376618514737398e+18,198.821938882612,44.4071088827013,0.03552209,11.227,3.433
1.2376517357672858e+18,203.525331330809,1.75446608209331,0.03161243,12.455,6.77
1.2376517529469583e+18,203.686051679724,1.70509257331301,0.0316418,11.906,9.429
1.2376612115077532e+18,217.342425650428,45.3010616055585,0.07488762,13.294,9.088
1.237661211507753e+18,217.354466452298,45.3088463673323,0.07453756,12.663,5.564
1.2376554992112765e+18,226.439417260734,-1.50324638389107,0.07181941,13.106,9.018
1.2376554992114076e+18,226.77192370992,-1.50414844283741,0.0730505,12.853,9.247
1.2376623378639752e+18,236.656708536336,35.1572194065694,0.06975337,13.344,9.482
1.2376623378639752e+18,236.61986204811,35.1724935303902,0.06990656,13.076,9.451
1.2376543862673244e+18,124.488514068802,42.8765352532394,0.07974593,13.272,9.198
1.2376543862673244e+18,124.485509043941,42.8806847028462,0.07991803,12.389,8.559
1.2376650265099633e+18,168.872179538368,35.1822275427485,0.08926277,12.866,7.59
1.237664336639492e+18,168.879646194883,35.206312575595,0.08830288,12.737,7.786
1.2376621955979674e+18,177.805424660241,43.088181970574,0.06696133,13.194,7.231
1.2376621955979676e+18,177.797462673685,43.1060597486734,0.06711769,13.027,9.339
1.2376548796608678e+18,209.349825672483,3.9462447470094,0.0677224,13.386,8.044
1.2376551244832443e+18,209.325335862944,3.9162334537797,0.06720011,13.343,9.314
1.2376682724399516e+18,213.509948798384,18.1190916784504,0.06864336,13.008,6.748
1.237668272440017e+18,213.606283419014,18.0992258492692,0.06911259,12.846,8.707
1.2376548796706982e+18,231.941058556778,2.89750732315756,0.07394055,12.983,9.2
1.237654879670764e+18,232.021543046425,2.90090291794125,0.07568014,12.647,9.045
1.237662698107896e+18,231.790848414571,28.3306969797555,0.06567978,13.337,9.122
1.2376626981079616e+18,231.867065903343,28.3201156780787,0.06590382,13.163,8.975
1.2376653298500242e+18,178.757087248292,32.0935114230087,0.03101545,13.042,7.298
1.2376653298500242e+18,178.758814024052,32.0746631483904,0.03103819,12.851,6.601
1.2376576112666214e+18,181.736202419975,56.9238235655044,0.06029541,13.471,9.435
