objid1,objid2
1237660670886281411,1237662224594239500
1237648705133740230,1237662224594239500
1237662224594239500,1237668335786655899
1237658628622123123,1237662224594239500
1237662224594239500,1237665178983137365
1237662224594239500,1237664131016818783
1237660343929995491,1237662224594239500
1237653588479967671,1237662224594239500
1237655465918267452,1237662224594239500
1237662224594239500,1237665026522808425
1237661872957292745,1237662224594239500
1237662224594239500,1237668272455156300
1237658204500787355,1237662224594239500
1237662224594239500,1237664836998922327
1237662224594239500,1237662300829253650
1237662224594239500,1237665356165218518
1237658423561420899,1237662224594239500
1237662224594239500,1237668349207248933
1237661924478812346,1237662224594239500
1237662224594239500,1237668310550053128
1237662224594239500,1237665549428654278
1237661069249020033,1237662224594239500
1237662224594239500,1237664289929101369
1237654391643177263,1237662224594239500
1237662224594239500,1237663918409646497
1237658492819865697,1237662224594239500
1237660635459420277,1237662224594239500
1237662224594239500,1237671936582812149
1237662224594239500,1237671936582812149
1237661967971516473,1237662224594239500
1237662197746237627,1237662224594239500
1237662224594239500,1237665015240654897
1237661949730226429,1237662224594239500
1237662224594239500,1237678857935913208
1237662224594239500,1237662305662730603
1237662224594239500,1237664091822621000
1237662224594239500,1237662696501608550
1237662224594239500,1237668589724172422
1237655744021069993,1237662224594239500
1237662224594239500,1237667253989933535
1237657630044193077,1237662224594239500
1237662224594239500,1237662337327300881
1237662224594239500,1237678617425084435
1237662224594239500,1237668624086532116
1237661384387461285,1237662224594239500
1237662224594239500,1237680075542495377
1237651067887288547,1237662224594239500
1237662224594239500,1237665368504336438
1237662224594239500,1237680122253672570
1237662224594239500,1237664814452113433
1237662224594239500,1237664879954231484
1237662224594239500,1237662236950069511
1237662224594239500,1237665127468499000
1237648721219092716,1237662224594239500
1237662224594239500,1237667324337193094
1237662224594239500,1237668589193068634
1237651735763419306,1237662224594239500
1237662224594239500,1237665352394276989
1237662224594239500,1237668271367651623
1237662224594239500,1237664337176100889
1237662224594239500,1237671932817834097
1237662224594239500,1237662640119939353
1237660773956845715,1237662224594239500
1237662224594239500,1237680483563798833
1237662224594239500,1237665023832424649
1237661923941875953,1237662224594239500
1237661966888730710,1237662224594239500
1237662224594239500,1237667782294634555
1237662224594239500,1237662636364595208
1237662224594239500,1237668495776219294
1237661126151962931,1237662224594239500
1237662224594239500,1237674366995267594
1237662224594239500,1237665023827771621
1237662197746237627,1237662224594239500
1237661816559173724,1237662224594239500
1237662224594239500,1237662226207080551
1237660584444624983,1237662224594239500
1237662224594239500,1237664290465972227
1237654651496366117,1237662224594239500
1237662224594239500,1237665357239156983
1237662224594239500,1237667915416338572
1237662224594239500,1237667537994842726
1237661433779060883,1237662224594239500
1237662224594239500,1237668296602222746
1237662224594239500,1237665566069096505
1237662224594239500,1237671267107864705
1237662224594239500,1237665531177074891
1237655502961312268,1237662224594239500
1237656494042906772,1237662224594239500
1237662224594239500,1237663786878370011
1237662224594239500,1237667142859030759
1237659324955492627,1237662224594239500
1237660635465646259,1237662224594239500
1237652947452887253,1237662224594239500
1237651755093000270,1237662224594239500
1237662224594239500,1237671260134244469
1237655743477973151,1237662224594239500
1237662224594239500,1237667781769822272
1237662224594239500,1237668330957045793
1237661872396107868,1237662224594239500
1237662224594239500,1237667734503096442
1237662224594239500,1237662300831416561
1237662224594239500,1237671261208576243
1237661210436436026,1237662224594239500
1237661850925989980,1237662224594239500
1237662224594239500,1237664105241510171
1237662224594239500,1237668271381413950
1237662224594239500,1237662637438271606
1237662224594239500,1237671261209428108
1237655502961312268,1237662224594239500
1237652942101938405,1237662224594239500
1237662224594239500,1237662501078630578
1237662224594239500,1237667443507527764
1237657608576893073,1237662224594239500
1237661949739008301,1237662224594239500
1237661971192086725,1237662224594239500
1237661357006782543,1237662224594239500
1237661949739008301,1237662224594239500
1237662224594239500,1237667322711310434
1237662224594239500,1237665128001503438
1237662224594239500,1237667254012870668
1237662224594239500,1237679340566675512
1237662224594239500,1237680071246872746
1237653616398827718,1237662224594239500
1237654653099114610,1237662224594239500
1237657401880674520,1237662224594239500
1237662224594239500,1237665430245343340
1237662224594239500,1237663917877231630
1237662224594239500,1237662525228843056
1237658204500787355,1237662224594239500
1237651735763419306,1237662224594239500
1237662224594239500,1237665178987593960
1237662224594239500,1237667735048618033
1237662224594239500,1237663786888396911
1237661850405503199,1237662224594239500
1237662224594239500,1237666340799053904
1237662224594239500,1237668349206528092
1237662224594239500,1237667915414241492
1237658492268904555,1237662224594239500
1237662196138967068,1237662224594239500
1237662224594239500,1237668330957045793
1237662224594239500,1237665101137641761
1237661966358085737,1237662224594239500
1237662224594239500,1237670596016537850
1237662224594239500,1237664093976854657
1237662195592986685,1237662224594239500
1237661967426519256,1237662224594239500
1237662224594239500,1237667915416338572
1237658613056340054,1237662224594239500
1237662198818865411,1237662224594239500
1237662224594239500,1237671937119158655
1237662224594239500,1237662640119939353
1237661851472035938,1237662224594239500
1237662224594239500,1237662237486219516
1237662224594239500,1237665567691178313
1237662224594239500,1237665548895715398
1237662224594239500,1237664820361429037
1237662224594239500,1237668297143681142
1237655464840069223,1237662224594239500
1237662224594239500,1237662642272010499
1237662224594239500,1237668271367651636
1237654653094265414,1237662224594239500
1237662224594239500,1237664853638578342
1237662224594239500,1237662263239835803
1237661949730226460,1237662224594239500
1237662224594239500,1237662528990675120
1237659324955951172,1237662224594239500
1237661813348237434,1237662224594239500
1237661356998852754,1237662224594239500
1237661812804288600,1237662224594239500
1237662224594239500,1237665549964542070
1237661381702058149,1237662224594239500
1237662224594239500,1237668297679110214
1237662224594239500,1237665228383518755
1237662224594239500,1237668332573163666
1237662224594239500,1237668271367651636
1237662224594239500,1237667323798290641
1237662224594239500,1237668293371691130
1237662224594239500,1237665350244171790
1237662224594239500,1237665179521253501
1237660583908737061,1237662224594239500
1237662224594239500,1237664879413362868
1237662224594239500,1237670956252332199
1237662224594239500,1237668590262223151
1237662224594239500,1237664286171070569
1237662224594239500,1237667911673446509
1237662223543042171,1237662224594239500
1237662224594239500,1237667443513098284
1237662224594239500,1237665428639907983
1237662224594239500,1237678791884996719
1237658802575376490,1237662224594239500
1237662224594239500,1237665225700868124
1237662224594239500,1237668624087318591
1237662224594239500,1237664105244328188
1237662224594239500,1237662238024860014
1237662224594239500,1237665533332226312
1237661948632629374,1237662224594239500
1237661874008490046,1237662224594239500
1237662224594239500,1237662302972215538
1237648704040075385,1237662224594239500
1237658298997407761,1237662224594239500
1237660584444624983,1237662224594239500
1237661872936845524,1237662224594239500
1237662224594239500,1237664295293878305
1237662224594239500,1237668585432809704
1237662224594239500,1237664092898721922
1237662224594239500,1237667549808951597
1237662224594239500,1237662498934751583
1237662224594239500,1237662302985388197
1237661386546610351,1237662224594239500
1237662224594239500,1237665549438484580
1237662224594239500,1237662696502526293
1237662224594239500,1237671992953929929
1237662224594239500,1237662698640834694
1237651251477741881,1237662224594239500
1237662224594239500,1237668585435234383
1237654953744073124,1237662224594239500
1237662224594239500,1237668271367651648
1237662224594239500,1237678807996432536
1237660344469487652,1237662224594239500
1237657877540307260,1237662224594239500
1237662224594239500,1237678790808305848
1237662224594239500,1237662237477306426
1237662224594239500,1237668495238496384
1237662224594239500,1237662696498528438
1237662224594239500,1237665550502789316
1237662224594239500,1237665128556527743
1237662224594239500,1237668585433989361
1237662224594239500,1237664105244328044
1237662224594239500,1237663529192915054
1237662224594239500,1237667782287556736
1237662224594239500,1237667734518235303
1237662224594239500,1237667108496736678
1237662224594239500,1237665550501740694
1237662224594239500,1237667539085885575
1237662224594239500,1237667782823772201
1237661068708020477,1237662224594239500
1237662224594239500,1237674366995267594
1237662224594239500,1237668495780348013
1237662224594239500,1237671958051094561
1237662224594239500,1237679436132581505
1237659162809794579,1237662224594239500
1237661949713842260,1237662224594239500
1237651822715666720,1237662224594239500
1237662224594239500,1237662237484581052
1237661085881991648,1237662224594239500
1237661358613332117,1237662224594239500
1237662224594239500,1237678920208154638
1237655373036585119,1237662224594239500
1237662224594239500,1237662300837249371
1237662224594239500,1237667212122718398
1237657857682964598,1237662224594239500
1237662199359209744,1237662224594239500
1237661951324520549,1237662224594239500
1237661948632629275,1237662224594239500
1237652600643584226,1237662224594239500
1237662224594239500,1237679010926756081
1237662224594239500,1237663917885423790
1237662224594239500,1237668348681257143
1237662224594239500,1237668271381413950
1237662224594239500,1237665369571524621
1237662224594239500,1237667915417125063
1237662224594239500,1237671937119158655
1237662224594239500,1237665355082956943
1237662224594239500,1237664670041833627
1237662224594239500,1237664105776218386
1237662224594239500,1237665350246727897
1237662224594239500,1237662534356369436
1237662224594239500,1237662263787061276
1237662224594239500,1237665440986693693
1237662224594239500,1237670451058573332
1237662224594239500,1237662246059835522
1237661949730226460,1237662224594239500
1237658298997407761,1237662224594239500
1237662224594239500,1237668297681273046
1237662224594239500,1237662238020993255
1237662224594239500,1237674651003584586
1237662224594239500,1237679461895504026
1237652611372810414,1237662224594239500
1237662224594239500,1237663784194801793
1237661126151962931,1237662224594239500
1237652934573359486,1237662224594239500
1237662224594239500,1237662697042543120
1237662224594239500,1237680069097160762
1237662224594239500,1237666185099608349
1237662224594239500,1237666185099608349
1237662224594239500,1237664290475999404
1237661967426519256,1237662224594239500
1237654653094265414,1237662224594239500
1237662224594239500,1237679005017768213
1237662224594239500,1237668271367651623
1237662224594239500,1237678918586466519
1237661433245138954,1237662224594239500
1237662224594239500,1237678600764719260
1237662224594239500,1237672815977758909
1237662224594239500,1237666407900709159
1237655473430004037,1237662224594239500
1237662224594239500,1237664854181675229
1237662224594239500,1237662337865482472
1237662224594239500,1237665128027848948
1237656242242060359,1237662224594239500
1237662224594239500,1237671261745447175
1237662224594239500,1237679008781107377
1237660343390372208,1237662224594239500
1237662224594239500,1237664853638578342
1237662224594239500,1237680276868431993
1237656242237603901,1237662224594239500
1237662224594239500,1237662246058524830
1237662224594239500,1237679026499354944
1237662224594239500,1237663543677682075
1237662224594239500,1237680305323704716
1237662224594239500,1237679321771671800
1237652944243851496,1237662224594239500
1237652944243851496,1237662224594239500
1237662224594239500,1237663479262413055
1237652946914377970,1237662224594239500
1237652942098399297,1237662224594239500
1237662224594239500,1237679455995297991
1237667536938139658,1237667536938139700
1237651755085922468,1237651755086119005
1237667915421778036,1237667915421778044
1237667915421778044,1237667915421778098
1237667781762547844,1237667781762547871
1237667781762547844,1237667781762547871
1237650370488893524,1237650761860513912
1237662194531106862,1237662194531106866
1237671955907543238,1237671955907608688
1237671955907543238,1237671955907608688
1237671990266626133,1237671990803562762
1237671956981219542,1237671990803562762
1237671956981153874,1237671990803562762
1237671990266626277,1237671990803562762
1237664091822883023,1237664091822883129
1237664091822751833,1237664091822883023
1237654653642145899,1237654653642145900
1237660241385029806,1237660241385881722
1237660241385029806,1237660241386143749
1237660241385029806,1237660241385881722
1237657586561712284,1237660241385029806
1237660241385029806,1237660241385947244
1237648720713679086,1237660241385029806
1237663788486885423,1237663788486885695
1237648704596607308,1237648721211031747
1237648721211031747,1237668569321243058
1237648721211031747,1237654670274789579
1237648721211031747,1237648721245765887
1237648721211031747,1237648721245765868
1237648704590643362,1237648721211031747
1237648721211031747,1237668650926014982
1237648721211031747,1237648721252123056
1237648704602178044,1237648721211031747
1237648721211031747,1237663238739787947
1237648721211031747,1237648721245175992
1237648721211031747,1237654670274724002
1237648721211031747,1237663457778729631
1237648721211031747,1237663457778729147
1237648721211031747,1237663457778598275
1237648721211031747,1237663543139369299
1237648721211031747,1237663543147233587
1237662225129603189,1237662225129603203
1237660635993800748,1237660635993800749
1237658491732361351,1237660583372587058
1237654600497365012,1237654600497365149
1237654600497365012,1237654604792070364
1237654600497365012,1237654600497430685
1237654600497365012,1237654600497496215
1237654600497365012,1237654600497430685
1237654600497365012,1237655124465418390
1237654601033252957,1237654601033711735
1237650369407025361,1237650369407090691
1237650369407025361,1237650369407090853
1237650369407025361,1237650760241971377
1237650369406631962,1237650369407025361
1237650369407025361,1237650760241971341
1237650369406631962,1237650369407025361
1237665226767204488,1237665226767204513
1237665227841142844,1237665227841142904
1237661970648531070,1237661970648989953
1237661970648989953,1237661970649186526
1237661970112643097,1237661970648989953
1237661970648989953,1237661974937010350
1237668348670836921,1237668348670836922
1237665531710406836,1237665531710472228
1237654880736444435,1237654880736641207
1237654880736444435,1237654880736641207
1237654880736510063,1237654880736641207
1237651823245263060,1237651823245263129
1237651823245263060,1237651823245394142
1237651823245263060,1237651823245263129
1237654881273839804,1237654881273905294
1237665179521319110,1237665179521319154
1237651822173552694,1237651822173618380
1237651822173552790,1237651822173618380
1237651822173618380,1237651822174011466
1237651822173618380,1237651822173618435
1237651822173487316,1237651822173618380
1237651822173618380,1237651822173749500
1237651822173618380,1237651822173814992
1237651822173552790,1237651822173618380
1237651822173618380,1237651822173814992
1237651822173618380,1237651822174011466
1237651822173618253,1237651822173618380
1237651822173487261,1237651822173618380
1237655498673356955,1237655692477923552
1237662266463682621,1237662266463683044
1237662266463683044,1237662266463748306
1237662266463551760,1237662266463683044
1237662266463486279,1237662266463683044
1237662266463617118,1237662266463683044
1237662266463682657,1237662266463683044
1237655742409539720,1237662266463683044
1237662266463486072,1237662266463683044
1237655742409539720,1237662266463683044
1237662266463682686,1237662266463683044
1237662266463682623,1237662266463683044
1237652901304533092,1237652901304598569
1237660765904437751,1237660765904437802
1237653587944210658,1237653587944210877
1237671260658729060,1237671260658729322
1237654382514536706,1237654382514602084
1237670965385494545,1237670965385494722
1237657873254514800,1237657873254514818
1237658304349208731,1237658304349208732
1237667549270180011,1237667549270245507
1237667549270180011,1237667549270245506
1237667429568544889,1237667429568544916
1237667429568544779,1237667429568544916
1237667429568544916,1237667429568544971
1237664338790187097,1237664338790187098
1237648720158064898,1237648720158064929
1237667912204353727,1237667912204353762
1237651735229235450,1237651735229235463
1237668297139290153,1237668297139290280
1237667911143850077,1237667911143850079
1237665128021950515,1237665128021950627
1237674290754355613,1237674290754355638
1237667782822068367,1237667782822068416
1237667782822068366,1237667782822068416
1237661381703696541,1237661381703696560
1237666300017508440,1237666300018950284
1237666300017508440,1237666300019277944
1237666300017508440,1237666300019278037
1237666300017508440,1237666300019212504
1237666300017508440,1237666300018884779
1237666300017508440,1237666300019277945
1237666300017508440,1237666300018884779
1237660241386143878,1237660241386143882
1237660241386143882,1237660241386143913
1237660241386078396,1237660241386143882
1237655693554221403,1237660241923080339
1237660241923080339,1237660241923670109
1237661055281659994,1237661055281660630
1237661055281659994,1237661083199078963
1237657401335152780,1237657401335152940
1237663788494815378,1237663788494815422
1237661383312867619,1237661383312867620
1237654605866664101,1237655125539487799
1237661070869987510,1237661070870052980
1237671128051286222,1237671142016942200
1237671140406919406,1237671142017204568
1237671140943659202,1237671142017204568
1237654879114690697,1237654879114756167
1237661970113364011,1237661970113429726
1237661970113364011,1237661970113429726
1237662237477568591,1237662237477568671
1237662237477437668,1237662237477568591
1237662237477437668,1237662237477568671
1237662237477568671,1237662263241080966
1237652630715170921,1237662236933488724
1237654602628465140,1237654602628595749
1237654602628465140,1237654602628595749
1237657608577220738,1237657771778965532
1237667536936239343,1237667536936304711
1237667536936239205,1237667536936239343
1237667549804953704,1237667549805019183
1237651735221960833,1237651735221960873
1237651755085791314,1237651755085922464
1237651737906381146,1237651737906446423
1237651737906446423,1237651737906446486
1237661971721945221,1237661971721945237
1237661971721945220,1237661971721945237
1237661976547295302,1237661976547295340
1237665024368050335,1237665024368050346
1237667915422040125,1237667915422040362
1237667322186891379,1237667322186956941
1237655494906478902,1237655494906478956
1237668330953179231,1237668348674048008
1237655691942560087,1237655691942625567
1237665565540876472,1237665565540876527
1237661464912724215,1237661464912724216
1237661464375722144,1237662336789971236
1237652947455770709,1237652947455770858
1237652947455770712,1237652947455770858
1237652947455770858,1237652947455836236
1237652947455770858,1237652947455770891
1237679541364392136,1237679541364457574
1237679541364392139,1237679541364457574
1237679541364392153,1237679541364457574
1237663782596051035,1237663782596051087
1237663782596051087,1237663782596182075
1237663782596051087,1237663782596575301
1237663782596051087,1237663782596116701
1237663782596051087,1237663782596378760
1237663782596051087,1237663782596378727
1237663782596051087,1237663782596575418
1237663782596051087,1237678890666360964
1237663782596051087,1237663782596116701
1237663782596051087,1237663782596575418
1237663782596051076,1237663782596051087
1237648721749147894,1237648721749606633
1237650796216975382,1237656568118509903
1237650796216975382,1237663543150837809
1237658492268838915,1237658492268904526
1237658492268838915,1237658492268839018
1237658493342580875,1237658493342580920
1237667916490604564,1237668294986760211
1237657591931469894,1237657591931469897
1237658803109757073,1237658803109757077
1237658803109691627,1237658803109757073
1237658803109757073,1237658803109757163
1237658803109691440,1237658803109757073
1237658492279521443,1237671129667207364
1237658492823601278,1237658492823601359
1237658492823208070,1237658492823208092
1237652628569260056,1237661815488708818
1237652628569260056,1237661815488708818
1237661971731644606,1237661971731710192
1237662238550982821,1237662264851497215
1237662264851497095,1237662264851497215
1237665567153062312,1237665567153062387
1237655499214618814,1237655499215274285
1237648704063537244,1237648721255006513
1237648704063537244,1237648721255202826
1237651818953965845,1237655467523768622
1237648705128759433,1237651818953965845
1237651818953965845,1237657070091567119
1237667229833822367,1237667229833887880
1237657070629224636,1237666339190014232
1237657070629224636,1237666339189620804
1237657070629224636,1237666339189620773
1237657070629224636,1237657586030346269
1237657070629224636,1237657190909411436
1237657070629224636,1237663784199848071
1237657070629224636,1237663784199585828
1237648704594575484,1237657070629224636
1237657070629224636,1237657190909280423
1237657070629224636,1237663784203583801
1237657070629224636,1237663784199585828
1237648704579109022,1237657070629224636
1237657070629224636,1237666300553396412
1237648704594313560,1237657070629224636
1237648704594575485,1237657070629224636
1237648704594575484,1237657070629224636
1237648704594575483,1237657070629224636
1237657070629224636,1237657190909018245
1237657070629224636,1237668649851879723
1237678437017649212,1237678437018042575
1237678437017649212,1237678437018042575
1237648721790828619,1237663238203965599
1237648721790304642,1237663238203965599
1237660240315219980,1237663238203965599
1237661068700811580,1237661068700811917
1237679437740048387,1237679437740048428
1237660240313319626,1237663783679754411
1237660240313319626,1237663783679754411
1237648721785651375,1237660240313712760
1237660240312664218,1237660240313712760
1237648721790697923,1237660240313712760
1237660240313188505,1237660240313712760
1237653664715112799,1237653664715178499
1237654601019818003,1237654605314523150
1237654601019686930,1237654601019818003
1237671123226722351,1237671123226722377
1237664871360823439,1237668289084195002
1237651538725175310,1237668289084195002
1237657776077930777,1237668289084195002
1237661069237748268,1237668289084195002
1237655125003075712,1237668289084195002
1237655125003075712,1237668289084195002
1237665127468499000,1237668289084195002
1237665330922127541,1237668289084195002
1237658312406728745,1237668289084195002
1237657609112584340,1237668289084195002
1237667912753873138,1237668289084195002
1237668289084195002,1237678578758713627
1237668289084195002,1237668297144467617
1237662638524203547,1237668289084195002
1237668289084195002,1237668310552215782
1237662225704485264,1237668289084195002
1237665440983941261,1237668289084195002
1237663786888396911,1237668289084195002
1237667736128847904,1237668289084195002
1237668272978788401,1237668289084195002
1237664668444786700,1237668289084195002
1237662194530058317,1237668289084195002
1237654948913217704,1237668289084195002
1237667447800987712,1237668289084195002
1237660413725835570,1237668289084195002
1237665368508399677,1237668289084195002
1237661357539393677,1237668289084195002
1237667783888994501,1237668289084195002
1237667912214642877,1237668289084195002
1237668289084195002,1237668297683959938
1237661086415585294,1237668289084195002
1237648705133740230,1237668289084195002
1237668289084195002,1237671262271832176
1237668289084195002,1237680074469540007
1237668289084195002,1237668314847379493
1237655472357310527,1237668289084195002
1237662193988599921,1237668289084195002
1237667430105546838,1237668289084195002
1237660958642078107,1237668289084195002
1237660670886281411,1237668289084195002
1237648705133740230,1237668289084195002
1237668289084195002,1237668335786655899
1237658628622123123,1237668289084195002
1237665178983137365,1237668289084195002
1237664131016818783,1237668289084195002
1237653588479967671,1237668289084195002
1237655465918267452,1237668289084195002
1237665026522808425,1237668289084195002
1237661872957292745,1237668289084195002
1237668272455156300,1237668289084195002
1237658204500787355,1237668289084195002
1237664836998922327,1237668289084195002
1237662300829253650,1237668289084195002
1237665356165218518,1237668289084195002
1237658423561420899,1237668289084195002
1237667783929168113,1237668289084195002
1237668289084195002,1237668349207248933
1237661924478812346,1237668289084195002
1237668289084195002,1237668310550053128
1237665549428654278,1237668289084195002
1237661069249020033,1237668289084195002
1237664289929101369,1237668289084195002
1237654391643177263,1237668289084195002
1237663918409646497,1237668289084195002
1237658492819865697,1237668289084195002
1237660635459420277,1237668289084195002
1237668289084195002,1237671936582812149
1237668289084195002,1237671936582812149
1237661967971516473,1237668289084195002
1237662197746237627,1237668289084195002
1237665015240654897,1237668289084195002
1237661949730226429,1237668289084195002
1237668289084195002,1237678857935913208
1237662305662730603,1237668289084195002
1237664091822621000,1237668289084195002
1237662696501608550,1237668289084195002
1237668289084195002,1237668589724172422
1237655744021069993,1237668289084195002
1237667253989933535,1237668289084195002
1237657630044193077,1237668289084195002
1237662337327300881,1237668289084195002
1237668289084195002,1237678617425084435
1237668289084195002,1237668624086532116
1237661384387461285,1237668289084195002
1237668289084195002,1237680075542495377
1237651067887288547,1237668289084195002
1237665368504336438,1237668289084195002
1237668289084195002,1237680122253672570
1237664814452113433,1237668289084195002
1237664879954231484,1237668289084195002
1237662236950069511,1237668289084195002
1237665127468499000,1237668289084195002
1237653665798881297,1237668289084195002
1237648721219092716,1237668289084195002
1237667324337193094,1237668289084195002
1237668289084195002,1237668589193068634
1237651735763419306,1237668289084195002
1237665352394276989,1237668289084195002
1237668271367651623,1237668289084195002
1237664337176100889,1237668289084195002
1237668289084195002,1237671932817834097
1237662640119939353,1237668289084195002
1237660773956845715,1237668289084195002
1237668289084195002,1237680483563798833
1237665023832424649,1237668289084195002
1237661923941875953,1237668289084195002
1237661966888730710,1237668289084195002
1237667782294634555,1237668289084195002
1237662636364595208,1237668289084195002
1237668289084195002,1237668495776219294
1237660413182672983,1237668289084195002
1237661126151962931,1237668289084195002
1237668289084195002,1237674366995267594
1237665023827771621,1237668289084195002
1237662197746237627,1237668289084195002
1237661816559173724,1237668289084195002
1237662226207080551,1237668289084195002
1237660584444624983,1237668289084195002
1237664290465972227,1237668289084195002
1237654651496366117,1237668289084195002
1237665357239156983,1237668289084195002
1237667915416338572,1237668289084195002
1237667537994842726,1237668289084195002
1237661433779060883,1237668289084195002
1237668289084195002,1237668296602222746
1237665566069096505,1237668289084195002
1237668289084195002,1237671267107864705
1237665531177074891,1237668289084195002
1237655502961312268,1237668289084195002
1237656494042906772,1237668289084195002
1237663786878370011,1237668289084195002
1237667142859030759,1237668289084195002
1237667783929168113,1237668289084195002
1237659324955492627,1237668289084195002
1237660635465646259,1237668289084195002
1237652947452887253,1237668289084195002
1237651755093000270,1237668289084195002
1237668289084195002,1237671260134244469
1237655743477973151,1237668289084195002
1237667781769822272,1237668289084195002
1237668289084195002,1237668330957045793
1237661872396107868,1237668289084195002
1237667734503096442,1237668289084195002
1237662300831416561,1237668289084195002
1237668289084195002,1237671261208576243
1237661210436436026,1237668289084195002
1237661850925989980,1237668289084195002
1237664105241510171,1237668289084195002
1237668271381413950,1237668289084195002
1237662637438271606,1237668289084195002
1237668289084195002,1237671261209428108
1237655502961312268,1237668289084195002
1237652942101938405,1237668289084195002
1237662501078630578,1237668289084195002
1237667443507527764,1237668289084195002
1237657608576893073,1237668289084195002
1237661949739008301,1237668289084195002
1237661971192086725,1237668289084195002
1237661357006782543,1237668289084195002
1237661949739008301,1237668289084195002
1237667322711310434,1237668289084195002
1237665128001503438,1237668289084195002
1237667254012870668,1237668289084195002
1237668289084195002,1237679340566675512
1237668289084195002,1237680071246872746
1237653616398827718,1237668289084195002
1237654653099114610,1237668289084195002
1237657401880674520,1237668289084195002
1237655691400184075,1237668289084195002
1237665430245343340,1237668289084195002
1237663917877231630,1237668289084195002
